brickname,brickid,coverage_class_exact_indicator
3184m490,81942,required
3184m525,69114,required
3184m530,67359,required
3184m542,63060,required
3184m580,50939,required
3184m587,48657,required
3184m592,47162,required
3184m600,44960,required
3184m620,39329,required
3184m635,35337,required
3184m655,30330,required
3184m677,25134,required
3184m710,18461,required
3184m725,15723,required
3184m732,14429,required
3184m735,14010,required
3184m742,12794,required
3184m775,8149,required
3185m405,116851,required
3185m410,114660,required
3185m415,112485,required
3185m425,108183,required
3185m430,106060,required
3185m445,99789,required
3185m455,95695,required
3185m460,93676,required
3185m465,91673,required
3185m470,89690,required
3185m475,87725,required
3185m487,82894,required
3185m502,77251,required
3185m520,70889,required
3185m537,64765,required
3185m550,60544,required
3185m555,58891,required
3185m562,56451,required
3185m567,54850,required
3185m575,52488,required
3185m595,46423,required
3185m607,42808,required
3185m615,40704,required
3185m627,37309,required
3185m642,33417,required
3185m650,31547,required
3185m665,27961,required
3185m672,26247,required
3185m687,22973,required
3185m695,21415,required
3185m760,10167,required
3185m767,9131,required
3185m810,4297,required
3185m820,3420,required
3186m397,120168,required
3186m402,117953,required
3186m420,110326,required
3186m435,103953,required
3186m440,101862,required
3186m450,97734,required
3186m472,88705,required
3186m482,84813,required
3186m492,80995,required
3186m510,74495,required
3186m515,72682,required
3186m527,68235,required
3186m532,66490,required
3186m545,62217,required
3186m557,58072,required
3186m570,54057,required
3186m582,50174,required
3186m602,44237,required
3186m622,38650,required
3186m630,36646,required
3186m637,34692,required
3186m657,29729,required
3186m680,24585,required
3186m712,17990,required
3186m720,16612,required
3186m752,11257,required
3186m785,6924,required
3186m802,5021,required
3186m872,451,required
3187m395,121282,required
3187m407,115754,required
3187m412,113571,required
3187m417,111404,required
3187m422,109253,required
3187m427,107120,required
3187m432,105005,required
3187m437,102906,required
3187m442,100823,required
3187m447,98760,required
3187m457,94684,required
3187m462,92673,required
3187m467,90680,required
3187m477,86750,required
3187m490,81943,required
3187m495,80052,required
3187m500,78181,required
3187m505,76328,required
3187m512,73586,required
3187m517,71783,required
3187m522,70000,required
3187m535,65625,required
3187m540,63910,required
3187m547,61378,required
3187m552,59715,required
3187m560,57259,required
3187m565,55648,required
3187m572,53270,required
3187m577,51711,required
3187m590,47908,required
3187m605,43520,required
3187m625,37977,required
3187m645,32788,required
3187m652,30936,required
3187m667,27384,required
3187m675,25688,required
3187m697,20908,required
3187m705,19422,required
3187m727,15286,required
3187m737,13599,required
3187m745,12401,required
3187m777,7834,required
3187m795,5799,required
3187m882,200,required
3188m400,119059,required
3188m405,116852,required
3188m410,114661,required
3188m425,108184,required
3188m452,96713,required
3188m465,91674,required
3188m475,87726,required
3188m480,85779,required
3188m485,83852,required
3188m502,77252,required
3188m507,75409,required
3188m525,69115,required
3188m530,67360,required
3188m542,63061,required
3188m580,50940,required
3188m585,49413,required
3188m592,47163,required
3188m597,45690,required
3188m612,41400,required
3188m632,35989,required
3188m660,29134,required
3188m682,24042,required
3188m690,22448,required
3188m722,16165,required
3188m770,8798,required
3188m855,1134,required
3189m397,120169,required
3189m415,112486,required
3189m420,110327,required
3189m430,106061,required
3189m435,103954,required
3189m440,101863,required
3189m445,99790,required
3189m450,97735,required
3189m455,95696,required
3189m460,93677,required
3189m470,89691,required
3189m487,82895,required
3189m520,70890,required
3189m537,64766,required
3189m567,54851,required
3189m587,48658,required
3189m600,44961,required
3189m620,39330,required
3189m647,32165,required
3189m670,26813,required
3189m700,20407,required
3189m707,18939,required
3189m715,17525,required
3189m755,10888,required
3189m762,9816,required
3189m847,1522,required
3190m402,117954,required
3190m407,115755,required
3190m412,113572,required
3190m417,111405,required
3190m427,107121,required
3190m442,100824,required
3190m467,90681,required
3190m472,88706,required
3190m477,86751,required
3190m482,84814,required
3190m492,80996,required
3190m510,74496,required
3190m515,72683,required
3190m532,66491,required
3190m545,62218,required
3190m550,60545,required
3190m557,58073,required
3190m562,56452,required
3190m575,52489,required
3190m595,46424,required
3190m607,42809,required
3190m627,37310,required
3190m635,35338,required
3190m655,30331,required
3190m662,28545,required
3190m677,25135,required
3190m685,23505,required
3190m692,21929,required
3190m730,14855,required
3190m740,13194,required
3190m747,12014,required
3190m787,6633,required
3190m805,4774,required
3190m812,4068,required
3190m822,3217,required
3190m830,2643,required
3190m840,1964,required
3190m857,1017,required
3190m875,378,required
3190m892,47,required
3191m400,119060,required
3191m405,116853,required
3191m422,109254,required
3191m432,105006,required
3191m437,102907,required
3191m447,98761,required
3191m452,96714,required
3191m457,94685,required
3191m462,92674,required
3191m480,85780,required
3191m490,81944,required
3191m495,80053,required
3191m500,78182,required
3191m505,76329,required
3191m512,73587,required
3191m517,71784,required
3191m522,70001,required
3191m527,68236,required
3191m535,65626,required
3191m540,63911,required
3191m552,59716,required
3191m565,55649,required
3191m570,54058,required
3191m577,51712,required
3191m582,50175,required
3191m602,44238,required
3191m622,38651,required
3191m642,33418,required
3191m650,31548,required
3191m672,26248,required
3191m710,18462,required
3191m717,17066,required
3191m772,8471,required
3191m780,7525,required
3191m797,5534,required
3191m815,3845,required
3192m397,120170,required
3192m410,114662,required
3192m415,112487,required
3192m420,110328,required
3192m425,108185,required
3192m430,106062,required
3192m435,103955,required
3192m445,99791,required
3192m455,95697,required
3192m465,91675,required
3192m470,89692,required
3192m475,87727,required
3192m485,83853,required
3192m502,77253,required
3192m525,69116,required
3192m530,67361,required
3192m542,63062,required
3192m547,61379,required
3192m560,57260,required
3192m572,53271,required
3192m585,49414,required
3192m590,47909,required
3192m605,43521,required
3192m610,42102,required
3192m630,36647,required
3192m637,34693,required
3192m657,29730,required
3192m665,27962,required
3192m687,22974,required
3192m695,21416,required
3192m702,19912,required
3192m732,14430,required
3192m757,10525,required
3192m765,9471,required
3192m790,6348,required
3193m402,117955,required
3193m407,115756,required
3193m412,113573,required
3193m440,101864,required
3193m450,97736,required
3193m460,93678,required
3193m482,84815,required
3193m487,82896,required
3193m492,80997,required
3193m497,79116,required
3193m520,70891,required
3193m555,58893,required
3193m580,50941,required
3193m592,47164,required
3193m597,45691,required
3193m612,41401,required
3193m617,40016,required
3193m625,37978,required
3193m645,32789,required
3193m652,30937,required
3193m675,25689,required
3193m680,24586,required
3193m725,15724,required
3193m735,14011,required
3193m742,12795,required
3193m750,11633,required
3194m400,119061,required
3194m417,111406,required
3194m422,109255,required
3194m427,107122,required
3194m432,105007,required
3194m437,102908,required
3194m442,100825,required
3194m447,98762,required
3194m457,94686,required
3194m467,90682,required
3194m472,88707,required
3194m477,86752,required
3194m510,74497,required
3194m515,72684,required
3194m532,66492,required
3194m537,64767,required
3194m550,60546,required
3194m562,56453,required
3194m567,54852,required
3194m587,48659,required
3194m600,44962,required
3194m660,29135,required
3194m667,27385,required
3194m697,20909,required
3194m705,19423,required
3194m712,17991,required
3194m720,16613,required
3195m405,116854,required
3195m415,112488,required
3195m425,108186,required
3195m452,96715,required
3195m462,92675,required
3195m480,85781,required
3195m490,81945,required
3195m495,80054,required
3195m500,78183,required
3195m505,76330,required
3195m512,73588,required
3195m517,71785,required
3195m522,70002,required
3195m527,68237,required
3195m540,63912,required
3195m545,62219,required
3195m552,59717,required
3195m557,58074,required
3195m570,54059,required
3195m575,52490,required
3195m595,46425,required
3195m615,40706,required
3195m620,39331,required
3195m635,35339,required
3195m647,32166,required
3195m690,22449,required
3195m727,15287,required
3195m767,9132,required
3195m775,8150,required
3195m782,7222,required
3195m807,4533,required
3196m397,120171,required
3196m402,117956,required
3196m420,110329,required
3196m430,106063,required
3196m435,103956,required
3196m440,101865,required
3196m445,99792,required
3196m450,97737,required
3196m455,95698,required
3196m460,93679,required
3196m465,91676,required
3196m470,89693,required
3196m475,87728,required
3196m485,83854,required
3196m502,77254,required
3196m507,75411,required
3196m530,67362,required
3196m535,65627,required
3196m547,61380,required
3196m565,55650,required
3196m577,51713,required
3196m582,50176,required
3196m602,44239,required
3196m622,38652,required
